customer_id,Recency,Frequency,Monetary,R,F,M,RFM,Customer_Class
928,13,8,2798.72,1,5.0,3,30.0,Other
929,58,5,2540.35,2,3.0,3,26.6666666666667,At Risk
930,149,2,150.89,5,1.0,1,23.3333333333333,Other
931,72,5,2890.06,2,3.0,3,26.6666666666667,At Risk
932,5,6,2121.73,1,4.0,2,23.3333333333333,Other
933,2,5,2817.63,1,3.0,3,23.3333333333333,At Risk
934,2,8,4899.6,1,5.0,5,36.6666666666667,Medium Value
935,55,7,5502.11,2,4.0,5,36.6666666666667,Medium Value
936,34,12,9244.9,1,8.0,8,56.6666666666667,High Value
937,17,5,2680.15,1,3.0,3,23.3333333333333,At Risk
938,63,8,4803.95,2,5.0,5,40.0,Medium Value
939,33,4,1818.27,1,2.0,2,16.6666666666667,At Risk
940,54,5,3256.14,2,3.0,3,26.6666666666667,At Risk
941,35,10,11668.95,1,7.0,10,60.0,High Value
942,145,4,2859.47,4,2.0,3,30.0,At Risk
943,114,7,6038.52,4,4.0,6,46.6666666666667,Medium Value
944,87,8,1978.01,3,5.0,2,33.3333333333333,Other
945,16,7,3812.27,1,4.0,4,30.0,Medium Value
946,4,8,6305.6,1,5.0,6,40.0,Medium Value
947,82,5,2981.52,3,3.0,3,30.0,At Risk
948,102,3,1422.85,3,1.0,2,20.0,At Risk
949,90,6,3644.49,3,4.0,4,36.6666666666667,Medium Value
950,34,7,3609.09,1,4.0,4,30.0,Medium Value
951,8,6,1740.61,1,4.0,2,23.3333333333333,Other
952,48,5,3569.98,2,3.0,4,30.0,At Risk
953,13,9,5191.52,1,6.0,5,40.0,Medium Value
954,115,4,3624.0,4,2.0,4,33.3333333333333,At Risk
955,15,7,1429.36,1,4.0,2,23.3333333333333,Other
956,175,3,936.98,5,1.0,1,23.3333333333333,Other
957,40,5,2632.09,2,3.0,3,26.6666666666667,At Risk
958,36,6,2183.71,1,4.0,2,23.3333333333333,Other
959,78,6,2178.44,3,4.0,2,30.0,Other
960,80,4,3516.37,3,2.0,4,30.0,At Risk
961,66,3,1035.31,2,1.0,1,13.3333333333333,At Risk
962,4,7,2344.0,1,4.0,3,26.6666666666667,Other
963,62,12,4779.13,2,8.0,5,50.0,Medium Value
964,3,5,2018.6,1,3.0,2,20.0,At Risk
965,62,4,3867.74,2,2.0,4,26.6666666666667,At Risk
966,15,4,527.74,1,2.0,1,13.3333333333333,At Risk
967,68,4,3798.35,2,2.0,4,26.6666666666667,At Risk
968,37,7,4422.26,2,4.0,4,33.3333333333333,Medium Value
969,19,5,2793.05,1,3.0,3,23.3333333333333,At Risk
970,35,5,2840.81,1,3.0,3,23.3333333333333,At Risk
971,50,5,4015.78,2,3.0,4,30.0,At Risk
972,177,2,2159.0,5,1.0,2,26.6666666666667,Other
973,10,8,6639.85,1,5.0,6,40.0,Medium Value
974,8,6,3250.13,1,4.0,3,26.6666666666667,Other
975,12,8,3962.88,1,5.0,4,33.3333333333333,Medium Value
976,172,6,3830.68,5,4.0,4,43.3333333333333,Medium Value
977,43,5,2449.15,2,3.0,3,26.6666666666667,At Risk
978,194,5,2890.84,6,3.0,3,40.0,Other
979,7,5,3756.91,1,3.0,4,26.6666666666667,At Risk
980,179,5,3071.88,5,3.0,3,36.6666666666667,Other
981,27,7,2867.0,1,4.0,3,26.6666666666667,Other
982,57,6,943.93,2,4.0,1,23.3333333333333,Other
983,3,8,6710.06,1,5.0,6,40.0,Medium Value
984,58,8,2294.43,2,5.0,2,30.0,Other
985,16,4,1690.91,1,2.0,2,16.6666666666667,At Risk
986,77,8,4272.97,3,5.0,4,40.0,Medium Value
987,24,8,5180.26,1,5.0,5,36.6666666666667,Medium Value
988,114,2,243.94,4,1.0,1,20.0,At Risk
989,27,5,4207.5,1,3.0,4,26.6666666666667,At Risk
990,13,7,2353.49,1,4.0,3,26.6666666666667,Other
991,149,6,2655.6,5,4.0,3,40.0,Other
992,97,2,1500.36,3,1.0,2,20.0,At Risk
993,2,9,2738.89,1,6.0,3,33.3333333333333,Other
994,44,5,2069.64,2,3.0,2,23.3333333333333,At Risk
995,13,7,6764.67,1,4.0,6,36.6666666666667,Medium Value
996,65,6,4803.1,2,4.0,5,36.6666666666667,Medium Value
997,61,7,2923.29,2,4.0,3,30.0,Other
998,323,2,585.45,9,1.0,1,36.6666666666667,Low Value
999,56,10,8611.95,2,7.0,8,56.6666666666667,High Value
1000,2,9,5383.48,1,6.0,5,40.0,Medium Value
1001,44,7,2884.19,2,4.0,3,30.0,Other
1002,157,4,2254.56,5,2.0,2,30.0,Other
1003,49,9,5300.38,2,6.0,5,43.3333333333333,Medium Value
1004,205,6,3600.94,6,4.0,4,46.6666666666667,Medium Value
1005,161,5,4365.25,5,3.0,4,40.0,Other
1006,39,8,4687.53,2,5.0,5,40.0,Medium Value
1007,22,7,3601.96,1,4.0,4,30.0,Medium Value
1008,19,4,2523.53,1,2.0,3,20.0,At Risk
1009,56,5,2385.01,2,3.0,3,26.6666666666667,At Risk
1010,128,3,386.36,4,1.0,1,20.0,At Risk
1011,244,3,1399.44,7,1.0,2,33.3333333333333,Low Value
1012,11,4,2704.39,1,2.0,3,20.0,At Risk
1013,97,6,2463.79,3,4.0,3,33.3333333333333,Other
1014,6,7,3933.79,1,4.0,4,30.0,Medium Value
1015,28,6,2136.87,1,4.0,2,23.3333333333333,Other
1016,68,6,1087.02,2,4.0,1,23.3333333333333,Other
1017,228,3,2858.89,7,1.0,3,36.6666666666667,Low Value
1018,28,5,2497.8,1,3.0,3,23.3333333333333,At Risk
1019,44,4,2340.43,2,2.0,3,23.3333333333333,At Risk
1020,91,4,1531.9,3,2.0,2,23.3333333333333,At Risk
1021,30,8,5048.26,1,5.0,5,36.6666666666667,Medium Value
1022,85,5,6444.49,3,3.0,6,40.0,At Risk
1023,127,2,492.65,4,1.0,1,20.0,At Risk
1024,36,8,4560.56,1,5.0,4,33.3333333333333,Medium Value
1025,62,8,1800.12,2,5.0,2,30.0,Other
1026,31,6,1313.78,1,4.0,2,23.3333333333333,Other
1027,26,6,1449.44,1,4.0,2,23.3333333333333,Other
1028,10,7,7562.68,1,4.0,7,40.0,Medium Value
1029,32,6,3660.06,1,4.0,4,30.0,Medium Value
1030,41,8,4698.6,2,5.0,5,40.0,Medium Value
1031,48,2,1320.52,2,1.0,2,16.6666666666667,At Risk
1032,32,8,3191.12,1,5.0,3,30.0,Other
1033,16,9,8220.05,1,6.0,8,50.0,Medium Value
1034,106,2,1033.56,3,1.0,1,16.6666666666667,At Risk
1035,15,3,485.46,1,1.0,1,10.0,At Risk
1036,164,5,3787.0,5,3.0,4,40.0,Other
1037,75,7,2257.88,3,4.0,2,30.0,Other
1038,14,4,2079.2,1,2.0,2,16.6666666666667,At Risk
1039,54,7,5259.0,2,4.0,5,36.6666666666667,Medium Value
1040,163,4,1768.43,5,2.0,2,30.0,Other
1041,22,4,2292.51,1,2.0,2,16.6666666666667,At Risk
1042,37,3,2771.37,2,1.0,3,20.0,At Risk
1043,172,7,5718.21,5,4.0,5,46.6666666666667,Medium Value
1044,114,5,2205.27,4,3.0,2,30.0,At Risk
1045,115,3,2038.58,4,1.0,2,23.3333333333333,At Risk
1046,54,5,1985.1,2,3.0,2,23.3333333333333,At Risk
1047,59,8,2213.93,2,5.0,2,30.0,Other
1048,135,6,1600.67,4,4.0,2,33.3333333333333,Other
1049,34,10,4486.32,1,7.0,4,40.0,Medium Value
1050,28,6,2535.63,1,4.0,3,26.6666666666667,Other
1051,181,5,1294.69,5,3.0,2,33.3333333333333,Other
1052,2,6,3260.32,1,4.0,3,26.6666666666667,Other
1053,141,3,1566.26,4,1.0,2,23.3333333333333,At Risk
1054,7,8,3406.16,1,5.0,3,30.0,Other
1055,208,2,343.24,6,1.0,1,26.6666666666667,Other
1056,26,7,3954.42,1,4.0,4,30.0,Medium Value
1057,50,4,3130.44,2,2.0,3,23.3333333333333,At Risk
1058,118,3,759.57,4,1.0,1,20.0,At Risk
1059,24,2,1618.83,1,1.0,2,13.3333333333333,At Risk
1060,189,6,2475.28,6,4.0,3,43.3333333333333,Other
1061,26,6,1137.94,1,4.0,1,20.0,Other
1062,4,6,4450.85,1,4.0,4,30.0,Medium Value
1063,48,6,3112.69,2,4.0,3,30.0,Other
1064,141,3,1398.4,4,1.0,2,23.3333333333333,At Risk
1065,81,6,2753.32,3,4.0,3,33.3333333333333,Other
1066,168,3,1396.98,5,1.0,2,26.6666666666667,Other
1067,234,2,741.97,7,1.0,1,30.0,Low Value
1068,6,14,4841.71,1,10.0,5,53.3333333333333,Medium Value
1069,206,5,1982.69,6,3.0,2,36.6666666666667,Other
1070,2,4,3559.49,1,2.0,4,23.3333333333333,At Risk
1071,41,6,3359.09,2,4.0,3,30.0,Other
1072,48,3,2102.32,2,1.0,2,16.6666666666667,At Risk
1073,19,6,2723.99,1,4.0,3,26.6666666666667,Other
1074,18,8,4053.68,1,5.0,4,33.3333333333333,Medium Value
1075,69,6,2242.12,2,4.0,2,26.6666666666667,Other
1076,11,12,8104.54,1,8.0,7,53.3333333333333,High Value
1077,7,6,1658.45,1,4.0,2,23.3333333333333,Other
1078,20,5,899.97,1,3.0,1,16.6666666666667,At Risk
1079,19,4,2306.99,1,2.0,2,16.6666666666667,At Risk
1080,49,3,1857.62,2,1.0,2,16.6666666666667,At Risk
1081,13,5,3227.89,1,3.0,3,23.3333333333333,At Risk
1082,49,5,2832.7,2,3.0,3,26.6666666666667,At Risk
1083,268,2,880.99,8,1.0,1,33.3333333333333,Low Value
1084,6,10,6522.83,1,7.0,6,46.6666666666667,Medium Value
1085,66,4,1081.65,2,2.0,1,16.6666666666667,At Risk
1086,15,9,4705.65,1,6.0,5,40.0,Medium Value
1087,16,3,1521.57,1,1.0,2,13.3333333333333,At Risk
1088,15,6,3595.32,1,4.0,4,30.0,Medium Value
1089,153,7,2349.29,5,4.0,3,40.0,Other
1090,73,7,1529.01,2,4.0,2,26.6666666666667,Other
1091,6,10,4183.81,1,7.0,4,40.0,Medium Value
1092,204,5,1245.27,6,3.0,2,36.6666666666667,Other
1093,101,9,7159.69,3,6.0,7,53.3333333333333,Medium Value
1094,45,7,3632.3,2,4.0,4,33.3333333333333,Medium Value
1095,16,4,4498.34,1,2.0,4,23.3333333333333,At Risk
1096,57,5,2086.85,2,3.0,2,23.3333333333333,At Risk
1097,190,3,666.79,6,1.0,1,26.6666666666667,Other
1098,10,8,3879.14,1,5.0,4,33.3333333333333,Medium Value
1099,112,2,183.2,4,1.0,1,20.0,At Risk
1100,47,3,1051.23,2,1.0,1,13.3333333333333,At Risk
1101,115,5,4267.42,4,3.0,4,36.6666666666667,At Risk
1102,23,8,5025.44,1,5.0,5,36.6666666666667,Medium Value
1103,34,12,7367.88,1,8.0,7,53.3333333333333,High Value
1104,13,7,2568.97,1,4.0,3,26.6666666666667,Other
1105,18,2,2712.57,1,1.0,3,16.6666666666667,At Risk
1106,26,9,5691.61,1,6.0,5,40.0,Medium Value
1107,50,6,1972.03,2,4.0,2,26.6666666666667,Other
1108,14,4,1338.61,1,2.0,2,16.6666666666667,At Risk
1109,210,3,683.2,6,1.0,1,26.6666666666667,Other
1110,19,6,4574.1,1,4.0,4,30.0,Medium Value
1111,22,7,2561.15,1,4.0,3,26.6666666666667,Other
1112,110,3,1217.23,3,1.0,2,20.0,At Risk
1113,28,9,6072.48,1,6.0,6,43.3333333333333,Medium Value
1114,66,4,1774.12,2,2.0,2,20.0,At Risk
1115,4,9,4631.23,1,6.0,4,36.6666666666667,Medium Value
1116,9,3,4053.92,1,1.0,4,20.0,At Risk
1117,138,9,2524.53,4,6.0,3,43.3333333333333,Other
1118,40,4,1858.97,2,2.0,2,20.0,At Risk
1119,100,6,4825.85,3,4.0,5,40.0,Medium Value
1120,3,6,1785.83,1,4.0,2,23.3333333333333,Other
1121,9,2,327.07,1,1.0,1,10.0,At Risk
1122,28,5,3026.39,1,3.0,3,23.3333333333333,At Risk
1123,12,5,4235.8,1,3.0,4,26.6666666666667,At Risk
1124,46,3,2742.04,2,1.0,3,20.0,At Risk
1125,31,5,2839.93,1,3.0,3,23.3333333333333,At Risk
1126,21,4,2135.37,1,2.0,2,16.6666666666667,At Risk
1127,138,4,2285.05,4,2.0,2,26.6666666666667,At Risk
1128,28,5,3388.35,1,3.0,3,23.3333333333333,At Risk
1129,28,13,6790.69,1,9.0,6,53.3333333333333,Medium Value
1130,119,5,3784.98,4,3.0,4,36.6666666666667,At Risk
1131,55,8,6295.52,2,5.0,6,43.3333333333333,Medium Value
1132,46,9,3640.62,2,6.0,4,40.0,Medium Value
1133,19,7,5295.09,1,4.0,5,33.3333333333333,Medium Value
1134,5,6,1622.98,1,4.0,2,23.3333333333333,Other
1135,166,3,1758.98,5,1.0,2,26.6666666666667,Other
1136,37,6,3451.83,2,4.0,3,30.0,Other
1137,7,9,4837.19,1,6.0,5,40.0,Medium Value
1138,126,6,5174.44,4,4.0,5,43.3333333333333,Medium Value
1139,71,4,1434.57,2,2.0,2,20.0,At Risk
1140,8,13,8533.23,1,9.0,8,60.0,High Value
1141,135,5,772.1,4,3.0,1,26.6666666666667,At Risk
1142,40,4,1841.73,2,2.0,2,20.0,At Risk
1143,6,5,3277.77,1,3.0,3,23.3333333333333,At Risk
1144,19,7,5961.25,1,4.0,6,36.6666666666667,Medium Value
1145,15,2,1172.58,1,1.0,2,13.3333333333333,At Risk
1146,75,2,1294.4,3,1.0,2,20.0,At Risk
1147,167,6,4173.67,5,4.0,4,43.3333333333333,Medium Value
1148,10,3,1689.75,1,1.0,2,13.3333333333333,At Risk
1149,190,4,2393.31,6,2.0,3,36.6666666666667,Other
1150,105,5,6308.28,3,3.0,6,40.0,At Risk
1151,77,5,3449.31,3,3.0,3,30.0,At Risk
1152,26,8,4516.14,1,5.0,4,33.3333333333333,Medium Value
1153,19,5,2501.78,1,3.0,3,23.3333333333333,At Risk
1154,133,6,958.31,4,4.0,1,30.0,Other
1155,31,7,2332.45,1,4.0,2,23.3333333333333,Other
1156,42,4,2559.66,2,2.0,3,23.3333333333333,At Risk
1157,87,7,5037.46,3,4.0,5,40.0,Medium Value
1158,4,6,4437.32,1,4.0,4,30.0,Medium Value
1159,8,4,2352.28,1,2.0,3,20.0,At Risk
1160,165,3,684.52,5,1.0,1,23.3333333333333,Other
1161,14,4,2669.74,1,2.0,3,20.0,At Risk
1162,138,4,1675.31,4,2.0,2,26.6666666666667,At Risk
1163,50,5,1775.01,2,3.0,2,23.3333333333333,At Risk
1164,155,3,346.89,5,1.0,1,23.3333333333333,Other
1165,12,9,3286.35,1,6.0,3,33.3333333333333,Other
1166,16,6,2539.71,1,4.0,3,26.6666666666667,Other
1167,12,4,2641.93,1,2.0,3,20.0,At Risk
1168,61,7,6128.86,2,4.0,6,40.0,Medium Value
1169,64,7,4318.2,2,4.0,4,33.3333333333333,Medium Value
1170,88,5,3351.7,3,3.0,3,30.0,At Risk
1171,36,9,3879.32,1,6.0,4,36.6666666666667,Medium Value
1172,46,5,3329.47,2,3.0,3,26.6666666666667,At Risk
1173,110,3,348.62,3,1.0,1,16.6666666666667,At Risk
1174,10,3,1854.13,1,1.0,2,13.3333333333333,At Risk
1175,220,2,1153.84,6,1.0,1,26.6666666666667,Other
1176,79,4,842.15,3,2.0,1,20.0,At Risk
1177,89,8,2447.05,3,5.0,3,36.6666666666667,Other
1178,46,8,5167.23,2,5.0,5,40.0,Medium Value
1179,9,4,5068.44,1,2.0,5,26.6666666666667,At Risk
1180,61,4,2305.11,2,2.0,2,20.0,At Risk
1181,46,10,4513.06,2,7.0,4,43.3333333333333,Medium Value
1182,7,7,4046.13,1,4.0,4,30.0,Medium Value
1183,155,5,4140.91,5,3.0,4,40.0,Other
1184,7,6,4314.89,1,4.0,4,30.0,Medium Value
1185,11,3,773.81,1,1.0,1,10.0,At Risk
1186,39,4,1369.65,2,2.0,2,20.0,At Risk
1187,60,4,1130.52,2,2.0,1,16.6666666666667,At Risk
1188,20,2,2299.82,1,1.0,2,13.3333333333333,At Risk
1189,49,4,1472.66,2,2.0,2,20.0,At Risk
1190,8,6,2008.23,1,4.0,2,23.3333333333333,Other
1191,45,8,1339.27,2,5.0,2,30.0,Other
1192,81,5,1397.38,3,3.0,2,26.6666666666667,At Risk
1193,38,4,962.22,2,2.0,1,16.6666666666667,At Risk
1194,30,8,4148.57,1,5.0,4,33.3333333333333,Medium Value
1195,21,5,3463.81,1,3.0,3,23.3333333333333,At Risk
1196,20,6,1455.38,1,4.0,2,23.3333333333333,Other
1197,9,4,1559.13,1,2.0,2,16.6666666666667,At Risk
1198,70,6,2323.92,2,4.0,2,26.6666666666667,Other
1199,45,8,2037.32,2,5.0,2,30.0,Other
1200,81,9,4075.17,3,6.0,4,43.3333333333333,Medium Value
1201,84,3,807.37,3,1.0,1,16.6666666666667,At Risk
1202,87,3,592.29,3,1.0,1,16.6666666666667,At Risk
1203,9,1,830.24,1,,1,,Other
1204,26,2,183.16,1,1.0,1,10.0,At Risk
1205,69,8,4598.22,2,5.0,4,36.6666666666667,Medium Value
1206,85,2,889.72,3,1.0,1,16.6666666666667,At Risk
1207,15,7,1126.07,1,4.0,1,20.0,Other
1208,79,5,3238.37,3,3.0,3,30.0,At Risk
1209,133,2,1809.69,4,1.0,2,23.3333333333333,At Risk
1210,19,8,4716.72,1,5.0,5,36.6666666666667,Medium Value
1211,236,4,1495.94,7,2.0,2,36.6666666666667,Low Value
1212,73,3,2331.63,2,1.0,2,16.6666666666667,At Risk
1213,71,7,5490.29,2,4.0,5,36.6666666666667,Medium Value
1214,25,4,3652.09,1,2.0,4,23.3333333333333,At Risk
1215,79,8,3118.98,3,5.0,3,36.6666666666667,Other
1216,9,3,2141.64,1,1.0,2,13.3333333333333,At Risk
1217,12,7,3270.61,1,4.0,3,26.6666666666667,Other
1218,52,6,4540.57,2,4.0,4,33.3333333333333,Medium Value
1219,6,3,2015.72,1,1.0,2,13.3333333333333,At Risk
1220,68,5,2476.27,2,3.0,3,26.6666666666667,At Risk
1221,11,7,1500.49,1,4.0,2,23.3333333333333,Other
1222,53,3,667.99,2,1.0,1,13.3333333333333,At Risk
1223,36,8,2235.3,1,5.0,2,26.6666666666667,Other
1224,49,7,4250.74,2,4.0,4,33.3333333333333,Medium Value
1225,60,4,2078.59,2,2.0,2,20.0,At Risk
1226,26,5,937.440000000001,1,3.0,1,16.6666666666667,At Risk
1227,63,12,4101.86,2,8.0,4,46.6666666666667,Medium Value
1228,134,4,922.34,4,2.0,1,23.3333333333333,At Risk
1229,21,9,3005.63,1,6.0,3,33.3333333333333,Other
1230,78,2,617.98,3,1.0,1,16.6666666666667,At Risk
1231,177,2,1718.61,5,1.0,2,26.6666666666667,Other
1232,6,9,5011.9,1,6.0,5,40.0,Medium Value
1233,16,9,6634.14,1,6.0,6,43.3333333333333,Medium Value
1234,87,8,2231.46,3,5.0,2,33.3333333333333,Other
1235,83,2,3332.8,3,1.0,3,23.3333333333333,At Risk
1236,43,4,3078.59,2,2.0,3,23.3333333333333,At Risk
1237,25,11,6961.52,1,7.0,6,46.6666666666667,Medium Value
1238,103,5,1110.02,3,3.0,1,23.3333333333333,At Risk
1239,40,7,1795.3,2,4.0,2,26.6666666666667,Other
1240,7,4,3015.05,1,2.0,3,20.0,At Risk
1241,77,7,1844.56,3,4.0,2,30.0,Other
1242,19,3,1100.82,1,1.0,1,10.0,At Risk
1243,201,9,4544.16,6,6.0,4,53.3333333333333,Medium Value
1244,21,5,1968.68,1,3.0,2,20.0,At Risk
1245,73,7,2596.23,2,4.0,3,30.0,Other
1246,116,2,1769.48,4,1.0,2,23.3333333333333,At Risk
1247,92,4,2848.94,3,2.0,3,26.6666666666667,At Risk
1248,69,1,182.81,2,,1,,Other
1249,108,5,4269.85,3,3.0,4,33.3333333333333,At Risk
1250,37,10,6093.26,2,7.0,6,50.0,Medium Value
1251,63,4,1481.07,2,2.0,2,20.0,At Risk
1252,11,7,4548.31,1,4.0,4,30.0,Medium Value
1253,6,4,1948.45,1,2.0,2,16.6666666666667,At Risk
1254,39,7,3436.5,2,4.0,3,30.0,Other
1255,80,3,287.31,3,1.0,1,16.6666666666667,At Risk
1256,83,6,2068.61,3,4.0,2,30.0,Other
1257,258,3,1791.15,7,1.0,2,33.3333333333333,Low Value
1258,54,8,5441.22,2,5.0,5,40.0,Medium Value
1259,43,7,3342.13,2,4.0,3,30.0,Other
1260,68,5,2195.24,2,3.0,2,23.3333333333333,At Risk
1261,50,6,1584.5,2,4.0,2,26.6666666666667,Other
1262,45,3,1355.38,2,1.0,2,16.6666666666667,At Risk
1263,44,6,2951.02,2,4.0,3,30.0,Other
1264,4,4,2699.71,1,2.0,3,20.0,At Risk
1265,9,4,1195.61,1,2.0,2,16.6666666666667,At Risk
1266,259,2,3405.1,7,1.0,3,36.6666666666667,Low Value
1267,143,4,2557.49,4,2.0,3,30.0,At Risk
1268,69,3,1318.26,2,1.0,2,16.6666666666667,At Risk
1269,213,3,935.06,6,1.0,1,26.6666666666667,Other
1270,207,4,2113.08,6,2.0,2,33.3333333333333,Other
1271,189,2,950.12,6,1.0,1,26.6666666666667,Other
1272,26,10,5029.13,1,7.0,5,43.3333333333333,Medium Value
1273,25,3,1551.75,1,1.0,2,13.3333333333333,At Risk
1274,16,10,3573.5,1,7.0,4,40.0,Medium Value
1275,151,6,1540.08,5,4.0,2,36.6666666666667,Other
1276,102,2,969.91,3,1.0,1,16.6666666666667,At Risk
1277,57,3,1197.91,2,1.0,2,16.6666666666667,At Risk
1278,66,4,721.51,2,2.0,1,16.6666666666667,At Risk
1279,54,6,2422.29,2,4.0,3,30.0,Other
1280,108,4,2799.42,3,2.0,3,26.6666666666667,At Risk
1281,89,3,1186.61,3,1.0,2,20.0,At Risk
1282,40,8,5521.41,2,5.0,5,40.0,Medium Value
1283,95,2,1012.1,3,1.0,1,16.6666666666667,At Risk
1284,80,3,106.5,3,1.0,1,16.6666666666667,At Risk
1285,119,8,6456.51,4,5.0,6,50.0,Medium Value
1286,53,7,2415.24,2,4.0,3,30.0,Other
1287,69,7,5456.97,2,4.0,5,36.6666666666667,Medium Value
1288,24,5,3227.13,1,3.0,3,23.3333333333333,At Risk
1289,13,6,3940.48,1,4.0,4,30.0,Medium Value
1290,46,9,7616.04,2,6.0,7,50.0,Medium Value
1291,18,7,5147.26,1,4.0,5,33.3333333333333,Medium Value
1292,33,5,3607.66,1,3.0,4,26.6666666666667,At Risk
1293,241,5,4736.69,7,3.0,5,50.0,Other
1294,178,3,917.32,5,1.0,1,23.3333333333333,Other
1295,31,6,1882.9,1,4.0,2,23.3333333333333,Other
1296,132,4,2793.27,4,2.0,3,30.0,At Risk
1297,4,6,2424.53,1,4.0,3,26.6666666666667,Other
1298,143,5,4113.36,4,3.0,4,36.6666666666667,At Risk
1299,8,7,5957.78,1,4.0,6,36.6666666666667,Medium Value
1300,22,6,6148.62,1,4.0,6,36.6666666666667,Medium Value
1301,14,8,2178.71,1,5.0,2,26.6666666666667,Other
1302,31,13,5336.73,1,9.0,5,50.0,Medium Value
1303,12,6,4352.37,1,4.0,4,30.0,Medium Value
1304,5,6,2321.06,1,4.0,2,23.3333333333333,Other
1305,144,5,2825.0,4,3.0,3,33.3333333333333,At Risk
1306,14,6,5486.1,1,4.0,5,33.3333333333333,Medium Value
1307,92,9,4526.73,3,6.0,4,43.3333333333333,Medium Value
1308,17,5,4757.96,1,3.0,5,30.0,At Risk
1309,84,4,1400.32,3,2.0,2,23.3333333333333,At Risk
1310,22,5,2289.27,1,3.0,2,20.0,At Risk
1311,39,4,3572.06,2,2.0,4,26.6666666666667,At Risk
1312,28,4,1292.6,1,2.0,2,16.6666666666667,At Risk
1313,9,7,4753.51,1,4.0,5,33.3333333333333,Medium Value
1314,29,5,2894.17,1,3.0,3,23.3333333333333,At Risk
1315,7,8,2216.97,1,5.0,2,26.6666666666667,Other
1316,34,5,2152.88,1,3.0,2,20.0,At Risk
1317,12,9,7024.71,1,6.0,7,46.6666666666667,Medium Value
1318,9,7,3500.74,1,4.0,3,26.6666666666667,Other
1319,18,3,1579.83,1,1.0,2,13.3333333333333,At Risk
1320,96,6,1835.18,3,4.0,2,30.0,Other
1321,105,7,2398.25,3,4.0,3,33.3333333333333,Other
1322,65,4,4008.84,2,2.0,4,26.6666666666667,At Risk
1323,55,7,1695.38,2,4.0,2,26.6666666666667,Other
1324,76,6,2011.93,3,4.0,2,30.0,Other
1325,84,1,104.24,3,,1,,Other
1326,12,6,3581.0,1,4.0,4,30.0,Medium Value
1327,8,5,2848.5,1,3.0,3,23.3333333333333,At Risk
1328,2,7,5351.58,1,4.0,5,33.3333333333333,Medium Value
1329,6,10,6968.55,1,7.0,6,46.6666666666667,Medium Value
1330,77,6,5101.12,3,4.0,5,40.0,Medium Value
1331,7,10,6252.43,1,7.0,6,46.6666666666667,Medium Value
1332,33,8,5075.61,1,5.0,5,36.6666666666667,Medium Value
1333,9,3,1924.18,1,1.0,2,13.3333333333333,At Risk
1334,242,2,719.98,7,1.0,1,30.0,Low Value
1335,54,7,3332.65,2,4.0,3,30.0,Other
1336,80,6,3595.91,3,4.0,4,36.6666666666667,Medium Value
1337,85,6,3417.42,3,4.0,3,33.3333333333333,Other
1338,233,2,234.36,7,1.0,1,30.0,Low Value
1339,104,5,4713.22,3,3.0,5,36.6666666666667,At Risk
1340,30,8,2120.42,1,5.0,2,26.6666666666667,Other
1341,12,4,1213.75,1,2.0,2,16.6666666666667,At Risk
1342,5,5,3822.2,1,3.0,4,26.6666666666667,At Risk
1343,22,3,1317.16,1,1.0,2,13.3333333333333,At Risk
1344,23,3,628.57,1,1.0,1,10.0,At Risk
1345,45,6,5170.95,2,4.0,5,36.6666666666667,Medium Value
1346,17,9,6736.53,1,6.0,6,43.3333333333333,Medium Value
1347,93,6,3745.36,3,4.0,4,36.6666666666667,Medium Value
1348,116,5,5915.86,4,3.0,6,43.3333333333333,At Risk
1349,45,6,1905.16,2,4.0,2,26.6666666666667,Other
1350,118,2,1235.26,4,1.0,2,23.3333333333333,At Risk
1351,19,6,4638.66,1,4.0,4,30.0,Medium Value
1352,90,3,1151.6,3,1.0,1,16.6666666666667,At Risk
1353,16,9,3363.87,1,6.0,3,33.3333333333333,Other
1354,76,3,2464.54,3,1.0,3,23.3333333333333,At Risk
1355,10,5,2713.72,1,3.0,3,23.3333333333333,At Risk
1356,24,6,3853.42,1,4.0,4,30.0,Medium Value
1357,14,10,5689.86,1,7.0,5,43.3333333333333,Medium Value
1358,5,8,4113.04,1,5.0,4,33.3333333333333,Medium Value
1359,14,2,1550.82,1,1.0,2,13.3333333333333,At Risk
1360,183,3,1906.15,5,1.0,2,26.6666666666667,Other
1361,30,7,2731.92,1,4.0,3,26.6666666666667,Other
1362,120,2,1736.45,4,1.0,2,23.3333333333333,At Risk
1363,26,7,2744.34,1,4.0,3,26.6666666666667,Other
1364,66,5,2329.32,2,3.0,2,23.3333333333333,At Risk
1365,219,4,818.72,6,2.0,1,30.0,Other
1366,56,5,1614.09,2,3.0,2,23.3333333333333,At Risk
1367,13,7,2760.28,1,4.0,3,26.6666666666667,Other
1368,50,6,3581.34,2,4.0,4,33.3333333333333,Medium Value
1369,180,4,2503.47,5,2.0,3,33.3333333333333,Other
1370,28,4,839.27,1,2.0,1,13.3333333333333,At Risk
1371,28,4,1270.94,1,2.0,2,16.6666666666667,At Risk
1372,68,6,2935.68,2,4.0,3,30.0,Other
1374,41,8,5196.33,2,5.0,5,40.0,Medium Value
1375,84,5,1849.91,3,3.0,2,26.6666666666667,At Risk
1376,91,6,4576.53,3,4.0,4,36.6666666666667,Medium Value
1377,77,5,2814.08,3,3.0,3,30.0,At Risk
1378,14,6,4881.55,1,4.0,5,33.3333333333333,Medium Value
